Id_Property,Judul,Lokasi,Harga,Kamar,WC,Parkir,Luas_Tanah,Luas_Bangunan,Harga_Normalized,Kamar_Normalized,WC_Normalized,Parkir_Normalized,Luas_Tanah_Normalized,Luas_Bangunan_Normalized,Judul_Clean,Lokasi_Clean,Deskripsi_Clean,Keywords_Clean,Image_Link,Property_Link
2318,Rumah Minimalis Scandinavian di Ngaglik Dekat Pasar Jangkang,"Ngaglik, Sleman",693000000,2,1,1,128,50,0.004817523,0.111111111,0,0,0.427118644,0.202479339,rumah minimal scandinavian ngaglik dekat pasar jangkang,ngaglik sleman,kode 1084 magnet kawasan 3 menit pppg seni 5 menit pasar jangkang 7 menit dari,rumah dekat sekolah dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/1578157/2024-06-08-02-47-19-25dc4d42-e44f-4ad5-ab3f-54f4c522cc24.jpg,https://www.rumah123.com/properti/sleman/hos17307399/
2319,Rumah Minimalis Modern di Kasihan Dekat Museum Coklat Monggo,"Kasihan, Bantul",670000000,2,1,1,83,45,0.004648358,0.111111111,0,0,0.274576271,0.181818182,rumah minimal modern kasihan dekat museum coklat monggo,kasihan bantul,kode 1083 magnet kawasan 5 menit museum coklat monggo 7 menit desa wisata kasongan 11,rumah dekat pusat belanja dekat sekolah dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/1722259/2024-06-08-09-09-17-12e8270f-ad2e-4eb3-bb1e-d53e3f0575fa-1717812557.jpg,https://www.rumah123.com/properti/sleman/hos17307154/
2320,Perumahan Vasana Residence Jalan Kaliurang,"Ngaglik, Sleman",29000000000,3,2,2,118,130,0.213015401,0.222222222,0.125,0.05,0.393220339,0.533057851,rumah vasana residence jalan kaliurang,ngaglik sleman,dapat segera huni istimewa ekslusif seni modern tropis di vasana residence lingkung,rumah dekat sekolah dekat landmark,https://picture.rumah123.com/r123-images/720x420-crop/customer/1305455/2024-06-08-08-52-45-398c96bc-e651-4ad6-aa5c-6c958fbef49f-1717811565.jpg,https://www.rumah123.com/properti/sleman/hos17307039/
2321,Rumah Minimalis Modern Dalam Perumahan di Gamping Dekat Umy,"Gamping, Sleman",666000000,2,1,1,87,55,0.004618938,0.111111111,0,0,0.288135593,0.223140496,rumah minimal modern rumah gamping dekat umy,gamping sleman,kode 1080 magnet kawasan 6 menit rs pku muhamadiyah gamping 8 menit kampus umy 13,rumah dekat pusat belanja dekat sekolah dekat fasilitas sehat,https://pic.rumah123.com/r123/720x420-crop/house/ho66/6659765/original/hos6659765-rumah-di-jual-di-ngaglik-sleman-15915362596803.jpg,https://www.rumah123.com/properti/sleman/hos6659765/
2322,PROMO FREE SEMUA BIAYA !! Jalan Kaliurang Km 10 Rumah Baru SHM,"Ngemplak, Sleman",850000000,3,2,1,93,80,0.005972257,0.222222222,0.125,0,0.308474576,0.326446281,promo free semua biaya jalan kaliurang km 10 rumah baru shm,ngemplak sleman,promo free semua biaya rumah new klasik gaya eropa fully furnished jl kaliurang km 10 lokasi,rumah full furnished dekat sekolah dekat tempat wisata,https://picture.rumah123.com/r123-images/720x420-crop/customer/1326962/2024-06-08-00-53-58-04f7848e-fcc8-433e-9f80-a90dfb97775b.jpg,https://www.rumah123.com/properti/sleman/hos17306731/
2323,Rumah Minimalis Bagus Siap Huni di Godean Dekat Pasar Cebongan,"Godean, Sleman",700000000,2,2,1,99,70,0.004869008,0.111111111,0.125,0,0.328813559,0.285123967,rumah minimal bagus siap huni godean dekat pasar cebong,godean sleman,kode 1079 magnet kawasan 6 menit pasar cebong 9 menit ringroad barat 9 menit,rumah siap huni dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1892262/2024-06-08-07-43-11-e044fe45-8783-4fdf-a5c2-9a0192b57d0a-1717807391.jpg,https://www.rumah123.com/properti/yogyakarta/hos17306663/
2324,RUMAH CANTIK  SIAP HUNI DEKAT KAMPUS UGM DI PALAGAN,"Ngaglik, Sleman",23000000000,4,4,2,199,140,0.168885424,0.333333333,0.375,0.05,0.66779661,0.574380165,rumah cantik siap huni dekat kampus ugm palagan,ngaglik sleman,lokasi jl palagan km 7 sleman yogyakarta rumah baru lux lantai 2 dekat ugm akses jl mobil,rumah siap huni dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1326962/2024-06-01-10-45-04-f654c19e-bbd5-4e11-a72d-d0b452f9897e.jpg,https://www.rumah123.com/properti/yogyakarta/hos17255701/
2325,MURAH STRATEGIS!! Rumah Baru 2 Lantai di Selatan Ringroud,"Mantrijeron, Yogyakarta",1.15E+11,4,3,1,109,115,0.845545079,0.333333333,0.25,0,0.362711864,0.47107438,murah strategis rumah baru 2 lantai selatan ringroud,mantrijeron yogyakarta,,rumah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1326962/2024-06-01-09-23-37-d667fe1e-ade9-4b2b-88c0-2970e0b5b4d5.jpg,https://www.rumah123.com/properti/sleman/hos17255453/
2326,"RUMAH BARU MODERN DALAM PERUM SUKOHARJO DEKAT KAMPUS UII, JL KALIURANG KM 13 JOGJA","Ngaglik, Sleman",875000000,3,2,1,107,70,0.006156132,0.222222222,0.125,0,0.355932203,0.285123967,rumah baru modern perum sukoharjo dekat kampus uii jl kaliurang km 13 jogja,ngaglik sleman,rumah baru lingkung rumah strategis dekat pppg seni kampus uii jl kaliurang km 12,rumah dekat sekolah dekat fasilitas sehat dekat landmark,https://picture.rumah123.com/r123-images/720x420-crop/customer/1685177/2024-06-01-07-09-46-4705421f-aa8c-40df-85b3-21ab2410ce16.jpg,https://www.rumah123.com/properti/bantul/hos17254926/
2327,Jual Rumah di Ngoto Jalan Imogiri Barat,"Sewon, Bantul",850000000,2,1,1,105,70,0.005972257,0.111111111,0,0,0.349152542,0.285123967,jual rumah ngoto jalan imogiri barat,sewon bantul,jual rumah lokasi ngoto won bantul yogyakarta jalan imogiri barat harga 850 juta luas tanah,rumah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1578157/2024-06-01-06-48-46-ba278d1d-03fe-42a8-8e54-e009ab4f9cd3.jpg,https://www.rumah123.com/properti/sleman/hos17254828/
2328,"Rumah Baru Exclusive Modern 2 Lantai di Jl.kaliurang Km 12,5","Ngaglik, Sleman",25000000000,4,3,1,169,205,0.183595416,0.333333333,0.25,0,0.566101695,0.842975207,rumah baru exclusive modern 2 lantai jl kaliurang km 12 5,ngaglik sleman,kode 1075 fasilitas kanopi kaca kitchen set water heater daya tarik kawasan dekat pusat,rumah dekat sekolah dekat landmark,https://picture.rumah123.com/r123-images/720x420-crop/customer/1326962/2024-06-01-03-54-55-671d8742-00f8-44ad-a793-835265c93301.jpg,https://www.rumah123.com/properti/sleman/hos17254126/
2329,Siap Huni Rumah Cantik Dalam Perum Mukti Sukoharjo Residence Ngaglik Sleman,"Ngaglik, Sleman",12000000000,2,1,1,101,56,0.087980465,0.111111111,0,0,0.33559322,0.227272727,siap huni rumah cantik perum mukti sukoharjo residence ngaglik sleman,ngaglik sleman,anda sedang ingin rumah jogja bagi utara rumah cantik minimal bisa jadi,rumah siap huni dekat tempat wisata,https://picture.rumah123.com/r123-images/720x420-crop/customer/735283/2024-06-01-02-58-57-2b947845-006e-4878-80ca-f78c443f38f2.jpg,https://www.rumah123.com/properti/bantul/hos17253957/
2330,Rumah Tinggal Dalam Perum Green Kuantan Sedayu Bantul,"Sedayu, Bantul",1.25E+11,3,1,1,147,56,0.919095041,0.222222222,0,0,0.491525424,0.227272727,rumah tinggal perum green antan dayu bantul,sedayu bantul,rumah lokasi barat kota yogyakarta tentu sangat istimewa lokasi rumah,rumah dekat akses transportasi dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1880556/2024-05-25-23-40-05-49c5b615-3359-4137-b406-6ae9eb4bad5d.jpg,https://www.rumah123.com/properti/sleman/hos17198305/
2331,Rumah Baru 2 Lantai Siap Huni di Maguwoharjo Dekat Kampus Upn,"Maguwoharjo, Yogyakarta",13000000000,3,3,1,91,120,0.095335461,0.222222222,0.25,0,0.301694915,0.491735537,rumah baru 2 lantai siap huni maguwoharjo dekat kampus upn,maguwoharjo yogyakarta,jual rumah baru 2 lantai siap huni konsep modern maguwoharjo depok sleman cek yukkk,rumah siap huni dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1467447/2024-05-25-20-01-57-b34b86c7-1d91-4e57-a674-a8086e841069.jpg,https://www.rumah123.com/properti/sleman/hos17198235/
2332,RUMAH MEWAH 2 LANTAI BARU DALAM PERUMAHAN DI JALAN KALIURANG KM. 9.5 NGAGLIK SLEMAN 2 Lantai Rumah SHM Bagus 2 Lantai Rumah SHM Bagus,"Ngaglik, Sleman",16000000000,3,3,1,128,100,0.11740045,0.222222222,0.25,0,0.427118644,0.409090909,rumah mewah 2 lantai baru rumah jalan kaliurang km 9 5 ngaglik sleman 2 lantai rumah shm bagus 2 lantai rumah shm bagus,ngaglik sleman,rumah mewah 2 lantai baru rumah jalan kaliurang km 9 5 ngaglik sleman akses jalan 7,rumah dekat pusat belanja dekat sekolah dekat tempat ibadah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1806976/2024-05-25-12-21-01-6f0c18fd-8298-4059-87c6-8d2fe2472c53.jpg,https://www.rumah123.com/properti/sleman/hos17197110/
2333,"RUMAH MUNGIL TIMUR KAMPUS UMY, DALAM RING ROAD KASIHAN BANTUL","Kasihan, Bantul",150000000,1,1,1,30,30,0.00082376,0,0,0,0.094915254,0.119834711,rumah mungil timur kampus umy ring road kasihan bantul,kasihan bantul,rumah jual bantul jual rumah mungil timur kampus umy harga rp 150 000 000 negooo luas 30m2 full,rumah dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1326962/2024-05-25-11-48-46-5f3e2a66-abf2-4d3c-b24c-d3d8d29d4ae9.jpg,https://www.rumah123.com/properti/yogyakarta/hos17196975/
2334,Rumah Type 85 Hanya 799 Juta Daerah Tajem Kadisoka Maguwoharjo,"Maguwoharjo, Yogyakarta",799000000,3,2,2,153,85,0.005597152,0.222222222,0.125,0.05,0.511864407,0.347107438,rumah type 85 799 juta daerah tajem kadisoka maguwoharjo,maguwoharjo yogyakarta,rumah type 85 799 juta daerah tajem kadisoka maguwoharjo luas tanah 153 m2 luas bangun 85,rumah bebas banjir dekat akses transportasi dekat pusat belanja,https://picture.rumah123.com/r123-images/720x420-crop/customer/1685177/2024-05-25-09-59-54-b91b57a2-09d4-4b25-942b-56ba56c8a14f.jpg,https://www.rumah123.com/properti/sleman/hos17196558/
2335,Rumah Type 85 Hanya 799 Juta Daerah Tajem Kadisoka Maguwoharjo,"Maguwoharjo, Yogyakarta",799000000,3,2,1,153,85,0.005597152,0.222222222,0.125,0,0.511864407,0.347107438,rumah type 85 799 juta daerah tajem kadisoka maguwoharjo,maguwoharjo yogyakarta,rumah type 85 799 juta daerah tajem kadisoka maguwoharjo luas tanah 153 m2 luas bangun 85,rumah bebas banjir dekat akses transportasi dekat pusat belanja,https://picture.rumah123.com/r123-images/720x420-crop/customer/1755814/2024-05-25-08-12-25-0baee78b-dbab-4961-8b36-5cc4bae38303.jpg,https://www.rumah123.com/properti/sleman/hos17196062/
2336,Miliki Rumah Baru Hunian Premium Tengah Kota Dekat dengan Balaikota Yogyakarta,"Umbulharjo, Yogyakarta",17000000000,2,2,1,64,74,0.124755446,0.111111111,0.125,0,0.210169492,0.301652893,milik rumah baru huni premium tengah kota dekat balaikota yogyakarta,umbulharjo yogyakarta,anda ingin rumah baru konsep mewah ada tengah kota sahira dharmawangsa,rumah dekat sekolah dekat landmark,https://picture.rumah123.com/r123-images/720x420-crop/customer/1755814/2024-05-25-07-57-20-29c59351-a080-4c3c-a0a8-e643e400cd77.jpg,https://www.rumah123.com/properti/sleman/hos17195975/
2337,Rumah Murah Dekat Kampus Terpadu Uii,"Ngaglik, Sleman",900000000,4,2,1,150,180,0.006340007,0.333333333,0.125,0,0.501694915,0.739669421,rumah murah dekat kampus padu uii,ngaglik sleman,lokasi jl pamungkas sukoharjo ngaglik sleman rumah lokasi 3 menit kampus padu,rumah dekat sekolah dekat landmark,https://picture.rumah123.com/r123-images/720x420-crop/customer/1968846/2024-05-25-06-44-01-59c8cb46-8793-48e2-9b6e-df43733ef148.jpg,https://www.rumah123.com/properti/sleman/hos17195625/
2338,RUMAH MEWAH 2 LANTAI MODERN DI PERUMAHAN CITRA GRAND MUTIARA JALAN WATES KM 9 GAMPING SLEMAN,"Gamping, Sleman",16000000000,2,2,2,135,115,0.11740045,0.111111111,0.125,0.05,0.450847458,0.47107438,rumah mewah 2 lantai modern rumah citra grand mutiara jalan wates km 9 gamping sleman,gamping sleman,rumah mewah 2 lantai modern rumah citra grand mutiara jalan wates km 9 gamping sleman fully,rumah full furnished dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1968846/2024-05-25-06-43-01-7f64f28f-cc7e-4fc7-8bfa-fd41e018f7e2.jpg,https://www.rumah123.com/properti/sleman/hos17195623/
2339,Rumah Murah Minimalis Dlm Perumahan Sorowajan Dkt Amplaz Dan Uin,"Banguntapan, Bantul",17000000000,3,2,1,118,70,0.124755446,0.222222222,0.125,0,0.393220339,0.285123967,rumah murah minimal dlm rumah sorowajan dkt amplaz uin,banguntapan bantul,jual rumah 2 lantai rumah lokasi sorowajan banguntapan bantul yogyakarta lt 118 lb 70,rumah dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1968846/2024-05-25-06-42-24-f3dae21b-8653-4597-a00c-618393d6fa0b.jpg,https://www.rumah123.com/properti/sleman/hos17195618/
2340,Rumah Bagus Modern Klasik di Ngaglik 5 Menit Ke Kampus Uii,"Sleman, Yogyakarta",1.35E+11,3,2,1,162,85,0.992645004,0.222222222,0.125,0,0.542372881,0.347107438,rumah bagus modern klasik ngaglik 5 menit kampus uii,sleman yogyakarta,jual rumah siap huni konsep klasik modern jl kaliurang km 13 sleman kode core 863 daya tarik,rumah siap huni dekat sekolah dekat landmark,https://picture.rumah123.com/r123-images/720x420-crop/customer/1105039/2024-05-25-05-29-54-32d7f53e-b21f-4f36-aa8e-a54f2888c432.jpg,https://www.rumah123.com/properti/bantul/hos17194784/
2341,Rumah Baru Modern Scandinavian 10 Menit Ke Kampus Upn,"Sleman, Yogyakarta",895000000,3,1,1,157,69,0.006303232,0.222222222,0,0,0.525423729,0.280991736,rumah baru modern scandinavian 10 menit kampus upn,sleman yogyakarta,1 unit akhir rumah baru siap bangun wedomartani sleman kode core 788 daya tarik kawasan,rumah dekat pusat belanja dekat sekolah dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/1105039/2024-05-25-04-26-30-586fc257-5e72-4f21-a781-484d5e825cef.jpg,https://www.rumah123.com/properti/sleman/hos17194185/
2342,Rumah Cantik di Timur Jogja,"Kalasan, Sleman",780000000,2,2,2,102,61,0.005457407,0.111111111,0.125,0.05,0.338983051,0.247933884,rumah cantik timur jogja,kalasan sleman,lokasi sangat strategis banyak datang masih kembang,rumah,https://picture.rumah123.com/r123-images/720x420-crop/customer/937162/2024-05-25-02-09-18-07b1744b-35d5-4782-85ec-0e058be31664.jpg,https://www.rumah123.com/properti/sleman/hos17192779/
2343,Rumah 2 Lantai Strategis dekat Budi Mulia Dua Tajem Maguwo Jogja Bay,"Depok, Sleman",15000000000,5,3,2,125,150,0.110045454,0.444444444,0.25,0.05,0.416949153,0.615702479,rumah 2 lantai strategis dekat budi mulia tajem maguwo jogja bay,depok sleman,rumah baru 2 lantai dekat budi mulia tajem maguwo strategis akses jalan leluasa untuk,rumah dekat pusat belanja dekat sekolah dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/1105039/2024-05-25-01-54-54-4f2ba687-d7a8-4fd3-bbb7-b6fa4ae53cda.jpg,https://www.rumah123.com/properti/sleman/hos17192731/
2344,RUMAH MURAH SHM SLEMAN JOGJA BARAT BISA KPR STRATEGIS,"Moyudan, Sleman",349000000,2,1,1,113,50,0.002287404,0.111111111,0,0,0.376271186,0.202479339,rumah murah shm sleman jogja barat kpr strategis,moyudan sleman,cluster siap huni murah sleman barat 350 juta bisa milik rumah impi harga,rumah siap huni dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/937162/2024-05-18-07-44-20-118c2e90-27bd-43c8-a24d-106494ebb599.jpg,https://www.rumah123.com/properti/yogyakarta/hos17139924/
2345,Rumah Mewah Strategis Dekat Pakuwon Mall Kampus Ugm Dan Rs Jih,"Condong Catur, Sleman",35000000000,4,3,2,127,180,0.257145379,0.333333333,0.25,0.05,0.423728814,0.739669421,rumah mewah strategis dekat pakuwon mall kampus ugm rs jih,condong catur sleman,jual rumah cocok ad lokasi depok condoncatur sleman jogja utara jalan kaliurang km 7 luas,rumah full furnished dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/937162/2024-05-18-07-03-25-d476576a-851f-476d-afb3-f1accbc14c10.jpg,https://www.rumah123.com/properti/bantul/hos17139663/
2346,RUMAH DIJUAL JALAN WATES KM 9 GAMPING SLEMAN,"Gamping, Sleman",600000000,3,2,1,102,112,0.004133508,0.222222222,0.125,0,0.338983051,0.458677686,rumah jual jalan wates km 9 gamping sleman,gamping sleman,rumah jual sleman rumah jual rumah balai catur permai harga 540 000 000 spesifikasi,rumah dekat pusat belanja dekat sekolah dekat tempat ibadah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1997127/2024-05-11-05-40-39-70999489-c76b-4110-a474-c8d019355f96.jpg,https://www.rumah123.com/properti/sleman/hos17076145/
2347,"Rumah Klasik Jawa Dijual Caturtunggal Depok Dekat Kampus Ugm, Strategis, Akses Dekat Kota, Bisa Untuk Homestay","Depok, Sleman",26000000000,3,3,1,160,100,0.190950413,0.222222222,0.25,0,0.53559322,0.409090909,rumah klasik jawa jual caturtunggal depok dekat kampus ugm strategis akses dekat kota untuk homestay,depok sleman,rumah klasik jual caturtunggal depok spesifikasi rumah klasik dekat kampus ugm ring road utara,rumah dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1049804/2024-04-24-16-35-36-7ad031b8-17ae-4e3f-a910-30ac9fee464a.jpg,https://www.rumah123.com/properti/yogyakarta/hos16947828/
2348,Perumahan Murah Mewah di Wonosari Dp 0,"Wonosari, Gunung Kidul",220000000,2,1,1,60,39,0.001338609,0.111111111,0,0,0.196610169,0.157024793,rumah murah mewah wonosari dp 0,wonosari gunung kidul,rumah mewah kepek dp 0 ken punya rumah jogja harga rumah udah mahal hadir,rumah subsidi dp 0 dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1841897/2024-05-04-10-58-42-bb321c4b-69e3-4bb8-a1fa-b022d365949d.jpg,https://www.rumah123.com/properti/yogyakarta/hos17024205/
2349,RUMAH MEWAH 2 LANTAI HARGA MURAH DENGAN TATA RUANG NYAMAN DAN TANAH LUAS DI JALAN GODEAN KM 4.5,"Sidoarum      , Sleman",1.35E+11,5,3,2,156,200,0.992645004,0.444444444,0.25,0.05,0.522033898,0.82231405,rumah mewah 2 lantai harga murah tata ruang nyaman tanah luas jalan godean km 4 5,sidoarum       sleman,rumah mewah 2 lantai harga murah tata ruang nyaman jalan godean km 4 5 harga 1 35 milyar,rumah dekat pusat belanja dekat sekolah dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/1783210/2024-01-11-02-48-31-110f53d8-39bf-40b4-9ce4-f7bc8cc922dd.jpg,https://www.rumah123.com/properti/sleman/hos16011202/
2350,Dijual Rumah dalam perumahan dekat RSA UGM,"Mlati, Sleman",23000000000,3,3,1,144,138,0.168885424,0.222222222,0.25,0,0.481355932,0.566115702,jual rumah rumah dekat rsa ugm,mlati sleman,jual rumah rumah dekat rsa ugm one gate system security 24 jam akses jalan konblok mobil,rumah full furnished dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1684270/2024-05-04-13-21-39-a3522d7e-281c-4a63-a014-c3b158c7bfed-1714803699.jpg,https://www.rumah123.com/properti/sleman/hos17022545/
2351,Rumah Modern 2 Lantai di Sleman Titi Bumi Dekat Bca Godean,"Gamping, Sleman",12000000000,3,2,1,118,80,0.087980465,0.222222222,0.125,0,0.393220339,0.326446281,rumah modern 2 lantai sleman titi bumi dekat bca godean,gamping sleman,yukk buru poin habis unit kode core 759 daya tarik kawasan 600 meter,rumah dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1340732/2024-08-05-02-21-44-9d7b0202-12e9-4291-bbf4-92d28d38091b.jpg,https://www.rumah123.com/properti/sleman/hos17021715/
2352,Rumah Scandinavian Full Furnished Termurah Dekat Kampus Umy,"Kasihan, Bantul",475000000,2,1,1,83,44,0.003214133,0.111111111,0,0,0.274576271,0.17768595,rumah scandinavian full furnished murah dekat kampus umy,kasihan bantul,2 unit ready 1 unit siap huni bonus furnished langsung poin yukk kode core 655 magnet,rumah full furnished siap huni dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1359895/9deb07e14789f4a7da6fa2de9e61747c.jpg,https://www.rumah123.com/properti/sleman/hos17021440/
2353,Rumah Tinggal Hook di Perumahan Dekat Kampus UII Jl. Kaliurang,"Ngaglik, Sleman",19000000000,2,1,1,198,90,0.139465439,0.111111111,0,0,0.66440678,0.367768595,rumah tinggal hook rumah dekat kampus uii jl kaliurang,ngaglik sleman,jual rumah hook rumah dekat kampus uii jl kaliurang km 13 5 ngaglik sleman yogyakarta,rumah dekat sekolah dekat fasilitas sehat dekat tempat ibadah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1145990/2024-05-04-03-25-47-e4fe381a-fe01-42c7-83eb-bb4e4c10b508.jpg,https://www.rumah123.com/properti/sleman/hos17021111/
2354,Rumah Siap Huni Full Furnished Hanya 4 Menit Sleman City Hall,"Mlati, Sleman",18000000000,3,2,1,126,140,0.132110443,0.222222222,0.125,0,0.420338983,0.574380165,rumah siap huni full furnished 4 menit sleman city hall,mlati sleman,yukkk segera milik rumah luas siap huni perum bonus furnished mlati sleman kode core,rumah full furnished siap huni dekat pusat belanja,https://picture.rumah123.com/r123-images/720x420-crop/customer/1299452/2024-01-31-08-37-23-f32eed30-333f-45a5-b83a-3105758051d3.jpg,https://www.rumah123.com/properti/bantul/hos16232875/
2355,Rumah Modern Minimalis Strategis Jalan Tajem Maguwo utara Lotte Mart,"Ngemplak, Sleman",670000000,2,1,1,99,49,0.004648358,0.111111111,0,0,0.328813559,0.198347107,rumah modern minimal strategis jalan tajem maguwo utara lotte mart,ngemplak sleman,rumah cantik modern minimal strategis jalan raya tajem maguwo 100 meter jalan raya,rumah siap huni dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1299452/2023-10-31-05-05-13-86832265-f047-4917-846f-7604b9c074be.jpg,https://www.rumah123.com/properti/bantul/hos15302431/
2356,Rumah Modern Scandinavian Siap Bangun 13 Menit Dari Pku Gamping,"Sedayu, Bantul",600000000,2,1,1,80,45,0.004133508,0.111111111,0,0,0.26440678,0.181818182,rumah modern scandinavian siap bangun 13 menit pku gamping,sedayu bantul,kode 598 magnet kawasan 9 menit ringroad kasihan 10 menit umy 13 menit rs pku gamping,rumah dekat akses transportasi dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1841897/2024-04-27-11-12-32-414eed5f-66b3-4a0c-a44b-77cc082a2039.jpg,https://www.rumah123.com/properti/sleman/hos16970562/
2357,Rumah Baru Modern 700 Jutaan Siap Huni 16 Menit Transmart Maguwo,"Kalasan, Sleman",730000000,2,2,1,120,53,0.005089657,0.111111111,0.125,0,0.4,0.214876033,rumah baru modern 700 juta siap huni 16 menit transmart maguwo,kalasan sleman,sedia 2 unit aja nih guys buru booking yuk hilang sempat kode 660,rumah siap huni dekat akses transportasi dekat pusat belanja,https://picture.rumah123.com/r123-images/720x420-crop/customer/1049804/2024-04-27-09-51-46-a6d9f47d-50ea-4b4c-b080-c9e4137156bf.jpg,https://www.rumah123.com/properti/sleman/hos16970316/
2358,"Rumah Konsep Scandinavian Dalam Perumahan di Wedomartani, Sleman","Sleman, Yogyakarta",925000000,3,2,1,105,60,0.006523882,0.222222222,0.125,0,0.349152542,0.243801653,rumah konsep scandinavian rumah wedomartani sleman,sleman yogyakarta,hadir total 20 unit rumah konsep scandinavian lokasi sangat strategis sleman,rumah dekat akses transportasi dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1537704/03a32e16ac19ced37142fbe765140659.jpg,https://www.rumah123.com/properti/sleman/hos16969985/
2359,RUMAH CANTIK DI KALIURANG SLEMAN DEKAT KAMPUS UII DAN WISATA ALAM,"Kaliurang, Sleman",890000000,3,2,1,106,75,0.006266457,0.222222222,0.125,0,0.352542373,0.305785124,rumah cantik kaliurang sleman dekat kampus uii wisata alam,kaliurang sleman,jual rumah cantik modern minimal jalan kaliurang km 13 yogyakarta luas tanah 106 m2 luas,rumah dekat sekolah dekat fasilitas sehat dekat landmark,https://pic.rumah123.com/r123/720x420-crop/house/ho98/9883464/original/hos9883464-rumah-di-jual-di-kaliurang-di-sleman-16473332893523.jpg,https://www.rumah123.com/properti/sleman/hos9883464/
2360,RUMAH MINIMALIS MODERN DI JAKAL KM 12 NGEMPLAK SLEMAN DEKAT UII,"Ngemplak, Sleman",595000000,2,1,1,120,70,0.004096733,0.111111111,0,0,0.4,0.285123967,rumah minimal modern jakal km 12 ngemplak sleman dekat uii,ngemplak sleman,lokasi jl kaliurang km 12 sleman yogyakarta jual rumah murah 1 lantai spesifikasi huni,rumah dekat sekolah dekat fasilitas sehat dekat landmark,https://picture.rumah123.com/r123-images/720x420-crop/customer/1685177/2024-04-27-04-31-36-34b16029-fa04-4291-b46a-6816a89f0173.jpg,https://www.rumah123.com/properti/sleman/hos16967942/
2361,RUMAH BARU CANTIK MINIMALIS DALAM PERUMAHAN SECURITY 24 JAM DI JALAN KALIURANG KM 12 SUKOHARJO NGAGLIK SLEMAN,"Ngaglik, Sleman",920000000,3,2,1,102,70,0.006487107,0.222222222,0.125,0,0.338983051,0.285123967,rumah baru cantik minimal rumah security 24 jam jalan kaliurang km 12 sukoharjo ngaglik sleman,ngaglik sleman,rumah baru cantik minimal rumah security 24 jam jalan kaliurang km 12 sukoharjo ngaglik,rumah dekat sekolah dekat tempat ibadah dekat landmark,https://picture.rumah123.com/r123-images/720x420-crop/customer/1685177/2024-04-27-03-45-17-414ca4fa-6715-4864-aec7-65fb354249ad.jpg,https://www.rumah123.com/properti/yogyakarta/hos16967484/
2362,Peomo 2 Unit Murah di Tamanmartani Kalasan,"Kalasan, Sleman",350000000,2,1,1,80,45,0.002294759,0.111111111,0,0,0.26440678,0.181818182,peomo 2 unit murah tamanmartani kalas,kalasan sleman,promo shm pekarang ready pbg imb luas tanah 80m2 luas bangun 45m2 2 kamar tidur 1 kamar mandi,rumah dekat akses transportasi dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/690095/2024-04-27-01-18-43-15df310a-773e-443b-b8be-93b90f02ce16.jpg,https://www.rumah123.com/properti/sleman/hos16965764/
